"year","value","sex","risk","race","age","location_code","location_name"
2015,241.607438715131,"all","msm_idu","other","all","12580","Baltimore-Columbia-Towson, MD"
2016,171.795818321422,"all","msm_idu","other","all","12580","Baltimore-Columbia-Towson, MD"
2010,3800.04094048011,"all","heterosexual","black","all","12580","Baltimore-Columbia-Towson, MD"
2012,4257.78460525594,"all","heterosexual","black","all","12580","Baltimore-Columbia-Towson, MD"
2013,4650.34185712003,"all","heterosexual","black","all","12580","Baltimore-Columbia-Towson, MD"
2014,4498.28993098348,"all","heterosexual","black","all","12580","Baltimore-Columbia-Towson, MD"
2015,4799.47235841082,"all","heterosexual","black","all","12580","Baltimore-Columbia-Towson, MD"
2016,4747.4547280137,"all","heterosexual","black","all","12580","Baltimore-Columbia-Towson, MD"
2010,121.00559026636,"all","heterosexual","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2012,156.865748614692,"all","heterosexual","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2013,173.696979383091,"all","heterosexual","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2014,212.416502341632,"all","heterosexual","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2015,272.303465765004,"all","heterosexual","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2016,259.166263067746,"all","heterosexual","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2010,563.141400854982,"all","heterosexual","other","all","12580","Baltimore-Columbia-Towson, MD"
2012,668.961869753662,"all","heterosexual","other","all","12580","Baltimore-Columbia-Towson, MD"
2013,728.123701454371,"all","heterosexual","other","all","12580","Baltimore-Columbia-Towson, MD"
2014,725.180059157013,"all","heterosexual","other","all","12580","Baltimore-Columbia-Towson, MD"
2015,769.381065088757,"all","heterosexual","other","all","12580","Baltimore-Columbia-Towson, MD"
2016,747.066387100585,"all","heterosexual","other","all","12580","Baltimore-Columbia-Towson, MD"
2009,80,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,7,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,1,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,19,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,153,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,103,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,80,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2009,219,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,182,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,274,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,138,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,272,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,187,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,176,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2009,299,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,189,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,275,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,157,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,425,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,290,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,256,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,174.305010893246,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2013,125.94449950446,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2014,112.45037037037,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2015,116.625659050967,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2016,110.842911877395,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2017,86.3492063492063,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2011,195.893246187364,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2013,158.826560951437,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2014,190.638518518519,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2015,188.544815465729,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2016,176.340996168582,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2017,153.396825396825,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2011,125.531590413943,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2013,119.119920713578,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2014,114.207407407407,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2015,90.3848857644991,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2016,85.6513409961686,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2017,74.1587301587302,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2011,166.309368191721,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2013,132.148662041625,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2014,110.693333333333,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2015,101.075571177504,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2016,77.5900383141763,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2017,75.1746031746032,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2011,71.9607843137255,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2013,89.9603567888999,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2014,65.0103703703704,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2015,56.3690685413005,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2016,75.5747126436782,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2017,58.9206349206349,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2010,692.717402027953,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2012,777.603598661473,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2013,731.632731340898,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2014,607.609995070249,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2015,564.410819949282,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2016,493.790266375288,"all","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2010,1606.51482597972,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2012,2039.86088101377,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2013,2185.24836183475,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2014,2200.23977076658,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2015,2487.36838546069,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2016,2397.28793337665,"all","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2010,3239.40411071526,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2012,3019.12688573153,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2013,3011.62490011187,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2014,2829.5854079369,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2015,2937.90684699915,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2016,2662.34433878684,"all","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2010,5439.34425870101,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2012,5598.41395578474,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2013,5924.99696340099,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2014,5553.45655656889,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2015,5872.84311073542,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2016,5184.30695174532,"all","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2010,3175.01940257605,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2012,3692.99467880849,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2013,4613.49704331149,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2014,4842.10826965738,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2015,5708.47083685545,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2016,5883.27050971591,"all","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2011,535.12513601741,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2013,468.570297029703,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2014,462.979259259259,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2015,417.908611599297,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2016,364.773946360153,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2017,314.920634920635,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2011,35.1425462459195,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2013,19.8336633663366,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2014,28.1125925925926,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2015,25.2688927943761,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2016,37.2835249042146,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2017,26.4126984126984,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2011,163.73231773667,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2013,137.59603960396,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2014,101.908148148148,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2015,109.822495606327,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2016,123.942528735632,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2017,106.666666666667,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2010,11126.3088896196,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2012,11677.7835079827,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2013,12663.2116030046,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2014,12351.7726152329,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2015,13306.2326289096,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2016,12620.6116590869,"all","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2010,369.222185684534,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2012,472.257200855873,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2013,527.231740450695,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2014,588.83830416564,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2015,770.371259509721,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2016,736.267792806095,"all","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2010,2657.46892469582,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2012,2977.95929116146,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2013,3276.55665654467,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2014,3092.38908060143,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2015,3494.39611158073,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2016,3264.12054810702,"all","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2011,361.009793253536,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,319.19801980198,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,324.173333333333,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,284.760984182777,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,243.854406130268,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,235.68253968254,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,80.6681175190424,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,55.1623762376238,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,41.2903703703704,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,46.6502636203866,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,69.5287356321839,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,46.7301587301587,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,12.7791077257889,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,13.0158415841584,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,7.90666666666667,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,9.71880492091388,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,53.4061302681992,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,8.12698412698413,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,279.542981501632,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,238.623762376238,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,219.62962962963,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,211.869947275923,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,159.210727969349,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,157.460317460317,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,3849.68425956374,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,4673.60333571076,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,5092.47962282244,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,5052.54880453537,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,5357.94201183432,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,5406.16897997756,"all","msm","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,5222.63230297051,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,4767.39079387721,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,5147.74684353524,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,4813.45674143456,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,5234.16770921386,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,4670.88287756187,"all","idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,596.495505864299,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,603.393646787732,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,674.610995684833,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,731.107961547942,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,1137.73338968724,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,790.260764278542,"all","msm_idu","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,4484.18793160145,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,5083.61222362429,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,5552.16253795749,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,5435.88649248213,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,5841.15688926458,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,5753.68737818203,"all","heterosexual","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,0.823,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,0.835,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,0.835,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,0.834,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,0.853,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,0.883,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,0.862,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
